,EPS,Earnings_Yield,Effect_of_forex_changes_on_cash,Weighted_Average_Shs_Out,Gross_Profit_Growth,Net_cash_flow_/_Change_in_cash,Net_Income_per_Share,Book_Value_per_Share_Growth,Weighted_Average_Shares_Growth,Revenue_Growth,Financing_Cash_Flow,Operating_Cash_Flow_growth,Operating_Cash_Flow_per_Share,Asset_Growth,Operating_Income_Growth,Retained_earnings_(deficit),SG&A_Expenses_Growth,EPS_Growth,Receivables_growth,Issuance_(buybacks)_of_shares
453,2.76,0.1242,-4800000.0,141178500.0,0.0111,-49500000.0,2.7594,0.0699,-0.0097,0.0344,-317000000.0,0.0777,3.5699,0.0268,-0.0126,1613000000.0,0.0941,0.0222,-0.1018,-211800000.0
2784,1.68,0.0999,0.0,53797360.0,0.7384,-1058000.0,1.6838,-0.0033,0.4583,0.7635,147773000.0,0.4861,-2.9466,0.2546,0.7706,26627000.0,0.3966,-0.1295,0.0,157286000.0
11245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2673,2.33,0.0488,0.0,26898444.0,0.0246,-10109000.0,2.3324,0.0303,0.0,0.0122,-67534000.0,-0.0741,5.5163,-0.0067,0.0938,1163545000.0,0.0183,-0.3634,0.0181,0.0
211,5.9,0.0358,6700000.0,688334400.0,0.0632,419284000.0,7.326,-0.6089,-0.0415,0.0667,-1363003000.0,0.2298,10.2131,0.0364,0.0934,9313000000.0,0.0427,0.1329,-0.0379,-570775000.0
274,1.96,0.1187,0.0,224427790.0,0.6678,-41796000.0,1.994,-0.2665,0.424,0.6678,625988000.0,0.6272,1.76,0.0337,2.1234,791550000.0,0.4898,2.3793,0.0,-159212000.0
4768,-0.44,-0.1401,0.0,4013574.0,-0.0334,673184.0,-0.4428,-0.0806,0.0,-0.025,0.0,1.4326,0.2029,-0.0401,0.4552,-6976964.0,-0.1592,0.3714,-0.0373,0.0
15960,0.18,0.0195,0.0,18165110.0,0.1341,18908000.0,0.1778,0.0,0.0,0.1341,159541000.0,0.3179,0.4313,0.1303,0.1074,121148000.0,0.033,0.125,0.0,157286000.0
16539,0.0,0.0,0.0,0.0,0.0,-319396000.0,0.0,0.0,0.0,0.0,837972000.0,0.0,0.0,0.0,0.0,769000000.0,0.0,0.0,0.0,0.0
5478,0.19,0.0248,-5200000.0,160496850.0,-0.292,-48000000.0,0.1925,0.0382,0.0082,-0.2962,-99000000.0,-0.6064,0.362,-0.063,-0.2651,-1005000000.0,-0.1919,-0.4571,-0.0373,-1700000.0
11712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
988,1.38,0.0971,-6648000.0,103163860.0,0.0875,-138611000.0,1.381,-0.1035,0.0725,0.1549,-67475000.0,-0.1736,2.1013,0.0645,-0.3458,246833000.0,0.2817,0.0,0.041,-125030000.0
8865,-0.62,-0.1216,0.0,50572244.0,-0.4304,-1152000.0,-0.6195,-0.2991,0.0083,-0.2962,2458000.0,0.226,-0.3897,-0.2409,-0.5577,-270965000.0,0.1648,-0.55,-0.453,2458000.0
15114,0.46,0.0405,0.0,200305230.0,-0.0646,-65391000.0,0.4576,-0.0003,-0.0015,-0.0296,-85443000.0,-0.0628,1.006,0.0164,-0.1123,-229809000.0,0.1304,-0.193,0.1116,-537000.0
17430,5.27,0.0266,6200000.0,22713384.0,0.2261,154552000.0,5.2682,0.1318,0.0057,0.1566,-24681000.0,0.4943,11.8645,0.1669,0.6726,722140000.0,0.0325,0.1382,0.0379,-2373000.0
17514,2.08,0.034,1455000.0,25833202.0,0.1277,-8309000.0,2.0836,0.0918,0.0005,0.2,156763000.0,-0.0883,2.6127,0.2883,0.2152,516718000.0,0.1288,0.1685,0.3836,0.0
2737,0.0,-0.0216,0.0,0.0,0.0104,8869000.0,0.0,0.0,0.0,0.0104,-41120000.0,-0.0037,0.0,0.0,1.5462,0.0,-0.0506,0.0,0.0,0.0
4305,-1.55,-0.5957,0.0,16188926.0,0.0052,2613000.0,1.028,-0.6089,0.0872,-0.0515,-66639000.0,0.2849,4.3855,-0.079,2.1234,0.0,0.0441,0.4655,-0.453,0.0
14241,0.064,0.0062,-238000.0,57909970.0,-0.127,-70269000.0,0.1973,0.0796,0.0065,-0.0781,5929000.0,-0.578,5.1334,0.0765,-0.2518,376317000.0,-0.0111,-0.0303,0.2846,31404000.0
4231,-5.23,-0.5957,0.0,9000000.0,1.1081,15200000.0,-5.5868,0.982,0.6672,-0.2962,0.0,-0.8953,0.9444,-0.2409,0.919,-229700000.0,-0.0897,0.9411,-0.453,0.0
3024,-3.05,-0.1811,0.0,29183432.0,-0.3136,47038000.0,-3.0525,-0.0691,-0.0008,-0.068,-64191000.0,-1.6099,-0.4283,0.1106,0.4552,-269485000.0,-0.0061,0.1621,0.5954,0.0
9322,0.97,0.035,-117000.0,36857510.0,0.128,28336000.0,0.9695,0.2211,-0.0051,0.0989,1830000.0,0.2939,1.0556,0.2084,0.2583,92798000.0,0.2092,0.4478,0.4113,-7947000.0
2610,1.54,0.0386,6700000.0,36846730.0,0.0976,-47900000.0,1.5524,0.1624,0.0016,0.1124,-12700000.0,-0.1887,3.197,0.301,0.0677,472000000.0,0.0998,-0.3815,0.2257,300000.0
16434,1.29,0.0381,0.0,12355980.0,-0.0184,154741000.0,1.2892,0.2627,0.0203,-0.0184,119981000.0,0.059,2.1745,0.2197,-0.2095,155544000.0,0.1508,-0.3228,0.0,793000.0
8321,-0.19,-0.014,0.0,39063000.0,0.0,4203000.0,-0.1924,0.0,0.0,0.0,85527000.0,-1.0148,-0.0988,1.0319,-2.0454,-18251356.0,0.7181,-2.1667,0.0,-1748000.0
6483,0.87,0.0652,0.0,175377200.0,0.0585,201726000.0,0.9103,0.0261,0.0106,0.0585,837972000.0,-0.4998,1.2743,0.0887,0.1112,243217000.0,0.0471,0.0741,0.0,12731000.0
5924,1.09,0.0211,0.0,249600460.0,0.1004,4152000.0,1.2036,0.0778,0.0796,0.0962,523194000.0,0.1049,2.9417,0.0756,0.0657,-1005000000.0,-0.035,0.0481,0.2686,157286000.0
1580,2.599,0.0644,-22000000.0,688334400.0,-0.0075,-297000000.0,2.5636,-0.1086,-0.0082,-0.0075,-1363003000.0,0.1479,3.2418,-0.0568,0.6788,7168000000.0,-0.0361,2.7971,0.0337,-570775000.0
2969,2.04,0.0863,0.0,3643328.0,-0.0893,29281000.0,2.0443,0.1754,1e-04,-0.0893,22730000.0,-0.2327,2.8905,0.0504,-0.1772,76193000.0,0.0248,0.0462,0.0,0.0
1097,-0.09,-0.0018,-24000000.0,209545060.0,0.1256,419284000.0,0.2904,-0.0808,0.0123,0.1136,188784000.0,0.5101,4.539,0.1323,1.8452,-1005000000.0,0.0527,0.8125,0.1434,22568000.0
8107,0.51,0.0457,0.0,22503644.0,0.1081,1102000.0,0.51,0.0972,1e-04,0.1294,26015000.0,-0.297,1.2816,0.2066,-0.2882,71955000.0,0.1721,-0.2917,0.4546,-829000.0
486,0.5,0.0205,-10843000.0,225227540.0,0.061,62364000.0,0.5002,-0.0545,0.0324,0.0329,192843000.0,0.112,1.2378,0.0895,1.5532,1125686000.0,-0.1189,0.6026,0.0213,-114222000.0
7946,1.82,0.0293,5000000.0,308647040.0,0.0525,43000000.0,1.822,0.115,-0.0096,-0.015,-1099000000.0,0.2363,4.8252,-0.0297,-0.0892,1927000000.0,-0.0391,-0.1455,-0.0325,-141000000.0
968,0.19,0.0281,0.0,7280786.0,0.5036,1233501.0,0.1927,0.1571,0.0258,0.1506,484960.0,2.4886,0.0968,0.1249,0.5208,-11480386.0,0.066,1.5,0.2637,484960.0
8147,0.1,0.0301,1066000.0,688334400.0,-0.4304,73876000.0,0.1047,0.0251,0.0,-0.2639,837972000.0,-0.604,0.1146,0.5121,-0.9463,-1005000000.0,0.373,-0.375,1.1213,0.0
17021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11793,1.35,0.0482,0.0,11053933.0,0.1078,16164000.0,1.0965,0.0,0.0,0.1078,127736000.0,1.7281,2.0272,0.0866,0.1633,57160000.0,0.1225,0.1739,0.0,-3625000.0
7899,-2.0057,-0.0281,-75083.57,980511.2,0.0,8561841.0,-5.5868,1.048,0.0116,0.0,14493186.0,-1.6099,-3.4117,1.0319,-0.6027,-9291335.0,0.7181,0.2892,1.1213,14409617.0
1948,-0.5,-0.0094,0.0,79713240.0,0.4213,109593000.0,-0.4776,-0.2984,0.5168,0.4372,769052000.0,0.5827,2.8253,0.1023,0.5683,-1005000000.0,0.2131,-2.3448,0.0,157286000.0
11246,4.52,0.0404,0.0,46191610.0,-0.4304,6183000.0,4.5542,0.0615,0.0,0.0605,-111209000.0,0.17,5.5061,0.1007,0.2622,2065911000.0,-0.1919,0.2053,0.0,0.0
2226,0.25,0.0185,0.0,45125890.0,0.4511,-34612000.0,0.2495,-0.2164,0.3589,0.3021,46966000.0,2.3282,0.5499,0.1517,2.1234,12098000.0,0.065,2.7857,0.4718,-1023000.0
13628,-4.8,-0.4372,0.0,20670254.0,0.0,69244000.0,-4.7895,1.048,0.6672,0.0,66892000.0,0.0996,-3.4117,0.9452,0.1338,-81957000.0,0.3301,0.7384,0.0,67225000.0
6096,0.0,0.0,0.0,0.0,0.0,44000000.0,0.0,0.0,0.0,0.0,131000000.0,0.0,0.0,0.0,0.0,33000000.0,0.0,0.0,0.0,0.0
8576,-1.18,-0.4069,0.0,24107116.0,0.0558,8397000.0,-0.8473,0.1493,-0.0281,0.0628,29704000.0,-0.4905,-0.8614,0.4165,-0.1544,-343591000.0,0.2184,-0.2165,0.5654,19455000.0
15213,4.22,0.1254,0.0,41868630.0,1.1081,-68850000.0,4.6248,0.1376,0.0674,0.8047,780183000.0,1.5411,2.8103,0.1192,2.1234,-1005000000.0,0.0168,2.7971,0.0,133193000.0
6016,0.25,0.0208,0.0,26985800.0,0.3144,-1649000.0,0.274,0.0461,0.1056,0.2906,122344000.0,0.4358,1.4684,0.233,0.2119,-116895000.0,0.3298,-0.2424,0.3069,48292000.0
16265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10279,5.9,0.0306,-381000.0,173440270.0,0.0832,97018000.0,7.7254,0.024,0.0023,0.0751,-1148826000.0,0.1127,11.2388,0.036,0.1157,-487581000.0,-0.0513,0.1213,0.0,25541000.0
4546,-5.23,-0.5957,-432000.0,2969723.0,1.1081,-45622000.0,-5.5868,-0.5169,0.1003,0.8047,625000.0,-0.8668,-3.4117,-0.2409,-0.1837,-343900000.0,0.5398,0.2418,1.1213,1573000.0
11404,-0.3,-0.0318,0.0,16049352.0,-0.152,-13872000.0,-0.2978,-0.104,-0.0354,-0.163,-51632000.0,-0.1976,2.3381,-0.1168,-0.1794,-34400000.0,0.0875,-0.3636,0.3318,-5041000.0
3205,-0.01,-0.0014,0.0,27500000.0,0.0182,-2830000.0,-0.009,0.1049,-0.0624,0.0182,-5664000.0,-0.8679,0.979,0.2688,-0.0417,-775000.0,0.3101,0.0,-0.064,78706000.0
2550,2.267,0.0575,0.0,111469660.0,0.0096,-168797000.0,2.3482,0.1018,-0.0433,0.0096,533049000.0,-0.0025,3.2371,0.04,-0.0474,426648000.0,0.0402,0.0121,0.0,-262322000.0
7746,-2.17,-0.3244,-1129000.0,21796484.0,-0.142,-15746000.0,-2.1694,-0.6089,0.015,-0.1687,-727000.0,-1.6099,-0.2617,-0.2069,0.4444,-149794000.0,-0.1916,0.3746,-0.3834,114000.0
3887,2.77,0.0604,42000.0,50087668.0,0.1178,1264000.0,2.7735,0.1014,0.0084,0.2047,94427000.0,-0.2171,0.9769,0.1101,0.1479,979446000.0,0.11,0.0949,0.0747,985000.0
14156,0.39,0.1254,-8000.0,17960880.0,0.1617,-510000.0,0.3939,0.6597,0.0,0.1892,-3395000.0,1.03,0.5317,-0.0221,-1.9706,-73921000.0,0.2745,0.3,-0.453,0.0
6071,0.01,0.0008,0.0,28412924.0,-0.4304,-18110224.0,0.4866,-0.0903,0.0007,-0.2962,-419267970.0,-0.0723,3.0655,-0.0851,-0.8955,-79134150.0,-0.0117,-0.997,1.1213,-556543.0
9568,-1.59,-0.2887,0.0,3990349.0,-0.1695,-2299699.0,-1.5869,-0.5452,0.5655,-0.0453,1428072.0,-0.0941,-0.9492,-0.0493,-0.8281,-36642760.0,0.6618,0.4536,-0.2849,110000.0
9340,5.9,0.1014,-24000000.0,70205736.0,0.1664,75000000.0,7.7254,0.108,-0.0574,0.019,-872900000.0,0.2739,14.3718,0.0526,0.2314,3706900000.0,0.0477,0.3883,0.0604,-570775000.0
11733,1.42,0.0561,0.0,8799898.0,0.1356,16547000.0,1.4889,-0.3152,0.4219,0.1356,141806000.0,0.3197,2.0999,0.1066,0.1906,28909000.0,0.103,-0.1125,0.0,841000.0
11398,-3.26,-0.4185,0.0,7430697.0,-0.4304,1166961.0,-3.3189,-0.1209,-0.0353,-0.2962,-2005434.0,1.0658,0.4269,-0.1492,-2.0454,-35793350.0,0.0356,-0.7912,-0.453,-2005434.0
12899,0.03,0.0,0.0,21000000.0,0.0,-4000000.0,0.0,0.0,0.0,0.0,-4000000.0,0.0,0.0,0.0,0.0,-52000000.0,0.0,0.0,0.0,0.0
2178,0.5522,0.0967,-24000000.0,30863418.0,0.0346,-319396000.0,7.7254,-0.0233,-0.0524,0.0339,837972000.0,-1.331,-3.4117,-0.0876,-0.0148,9313000000.0,0.0234,-0.0907,0.0449,-570775000.0
13467,-2.54,-0.0261,0.0,12495705.0,0.0,129482000.0,-2.5442,1.048,0.6672,0.0,173805000.0,-0.2674,-1.8225,1.0319,-0.2711,-106461000.0,-0.1742,0.499,0.0,157286000.0
10930,4.3219,0.0804,-13412817.0,688334400.0,0.0687,97615496.0,7.7254,0.0667,-0.0355,0.0687,-1216840600.0,-0.7306,5.0601,0.0207,0.0465,9313000000.0,0.041,-0.0075,0.0,157286000.0
2957,-1.6,-0.1461,0.0,33913170.0,0.0,21489000.0,-1.6029,-0.1286,0.2359,0.0,49920000.0,-1.0585,-1.4527,0.1724,-0.6193,-161670000.0,0.7181,-0.3008,0.0,50167000.0
602,1.122,0.0305,0.0,688334400.0,0.0627,-61000000.0,1.0913,0.0476,-0.0471,0.0611,837972000.0,-0.1555,2.0933,0.2555,-0.0753,3650000000.0,0.1181,-0.0908,0.0476,-31000000.0
8628,-3.02,-0.3451,0.0,32445924.0,0.6525,-6547000.0,-3.0219,-0.3912,0.1759,0.8047,53709000.0,0.0538,-2.3004,-0.1661,-0.1197,-275218000.0,0.3685,0.0503,0.0,50236000.0
2168,-1.03,-0.1234,0.0,1731788.0,0.6699,576268.0,-0.9142,-0.172,0.0203,0.6699,2925987.0,0.7098,-0.0632,0.8545,0.1891,-758865.0,0.7176,-2.3448,-0.453,159200.0
10472,-0.08,-0.032,0.0,20681048.0,1.1081,6129361.0,-0.0769,1.048,0.1673,0.8047,8862197.0,-1.1011,-0.0487,0.4523,0.5963,-140778820.0,0.5103,0.7241,0.7906,11389074.0
1993,-1.08,-0.0768,0.0,41049276.0,0.3338,14678000.0,1.0858,0.0052,0.2539,0.3512,751102000.0,0.6848,3.6316,0.3562,0.18,0.0,0.0838,0.0442,1.1213,157286000.0
3051,-0.11,-0.1642,0.0,13456459.0,0.0337,-937000.0,-0.0807,-0.4864,0.6672,-0.1537,863000.0,0.4507,-0.038,-0.0351,-0.1598,-127129000.0,-0.0206,0.6071,0.0175,1463000.0
7528,-0.08,-0.0051,3357000.0,31868540.0,0.0831,-113126000.0,-0.0831,-0.0164,0.0208,0.1081,-5317000.0,-0.6645,0.5224,0.0601,2.1234,-160000.0,0.0796,0.8491,0.0885,-2747000.0
4267,0.95,0.0361,0.0,7986856.0,-0.001,177771.0,0.954,0.2509,0.0596,0.052,20840554.0,0.0403,1.7654,0.1989,-0.0063,27438048.0,-0.0443,0.1047,0.1206,16520016.0
554,4.56,0.0535,0.0,112079736.0,-0.0586,-8144000.0,4.5577,0.0405,0.0026,0.0353,-75499000.0,0.0801,11.1907,0.0379,-0.1496,2641183000.0,0.0,0.0435,-0.0339,0.0
2625,4.73,0.0499,-24000000.0,285136700.0,0.0195,-103000000.0,4.7276,-0.1498,-0.0511,0.0195,-1303000000.0,0.0337,6.132,-0.0158,0.1765,4605000000.0,-0.0064,0.3249,-0.028,-570775000.0
6683,5.9,0.1217,-7780000.0,43082390.0,-0.1507,-153816000.0,7.7254,0.0724,-0.0478,-0.0004,-573170000.0,0.0507,14.3718,-0.0131,-0.1945,8621972000.0,0.0928,-0.1479,0.1435,-386462000.0
2243,0.4,0.0069,1685000.0,32234478.0,0.0068,-271568000.0,0.3951,-0.0856,-0.0181,0.1366,-265463000.0,-0.6108,2.025,-0.022,-0.0895,1062246000.0,0.1062,-0.8799,0.0802,-123335000.0
742,-5.23,-0.3243,0.0,2201269.0,-0.4304,7850000.0,-5.5868,1.0077,0.6672,-0.2962,64027000.0,-0.389,-3.4117,1.0319,-0.6645,-115427000.0,0.7181,0.9699,0.0,62747000.0
412,1.11,0.017,-24000000.0,688334400.0,0.0933,-319396000.0,1.1122,-0.6089,0.0038,0.0623,-1363003000.0,-0.4337,2.2251,-0.0577,-0.3978,535000000.0,0.4432,-0.5698,-0.0309,-433000000.0
16913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15108,0.79,0.0518,0.0,104276584.0,0.0796,6432000.0,0.9981,0.1027,0.1443,0.0874,370448000.0,0.0801,1.4857,0.2859,-0.0396,9201000.0,0.0158,-0.21,0.4386,157286000.0
12957,-0.07,-0.0165,1095000.0,399018720.0,-0.1715,15162000.0,-0.0718,-0.0399,0.0284,-0.1056,-5248000.0,-0.4857,0.2916,-0.0112,-0.4508,-218089000.0,-0.1919,-1.4375,-0.2697,6742000.0
16112,0.25,0.0676,0.0,15040347.0,-0.1904,-22557000.0,0.2532,-0.0312,0.0155,-0.1904,-48419000.0,-0.371,3.9834,-0.0699,-0.4197,-38424000.0,-0.0624,-0.6032,-0.309,-9802000.0
10622,1.64,0.0425,0.0,114749850.0,0.0628,-2000000.0,0.7672,1.048,0.0009,-0.0723,-613000000.0,0.4593,5.6234,1.0319,1.2151,0.0,0.0391,0.8022,1.1213,0.0
1149,-1.51,-0.0555,-561000.0,125081610.0,0.1233,23611000.0,-1.5055,0.4705,0.0771,0.1224,598140000.0,0.6552,-0.566,0.2657,0.6041,-1005000000.0,0.1004,0.2216,0.0797,157286000.0
16192,1.01,0.0616,0.0,7031450.0,-0.0923,-4083000.0,1.0081,0.0918,0.0068,0.0303,42185000.0,0.8258,-1.3914,0.0946,-0.3497,45994000.0,0.0499,-0.2406,-0.0925,0.0
17081,5.9,0.0554,6700000.0,346002850.0,0.1352,419284000.0,6.5408,0.2364,0.0005,-0.0255,-1363003000.0,0.0625,7.2258,-0.0341,2.1234,-1005000000.0,-0.0447,2.7971,-0.1491,-53000000.0
2761,2.1142,0.0752,6700000.0,688334400.0,0.003,419284000.0,2.7896,-0.0378,-0.0558,0.003,-842197060.0,0.0376,10.4672,0.0285,0.0282,9313000000.0,0.0025,0.0392,-0.3805,-123801224.0
2520,0.43,0.0,0.0,63000000.0,0.9051,0.0,0.0,0.0,0.0,0.4739,210000000.0,-1.6099,0.0,0.0,1.2673,213000000.0,0.0,1.2739,-0.453,0.0
1045,0.46,0.1254,0.0,106716510.0,0.0,-623679.0,0.4633,1.048,0.1234,0.0,12078620.0,-0.064,-0.1655,-0.0839,0.2866,-171002510.0,-0.1713,1.5823,0.0,12923029.0
5415,3.69,0.0503,0.0,114601890.0,0.1045,-395000.0,3.6933,0.0919,-0.0113,0.0036,-297171000.0,0.3502,7.5495,0.0743,0.1332,2885843000.0,0.0922,0.1531,0.1185,-284147000.0
4194,4.96,0.0913,-1100000.0,24082196.0,0.1457,95300000.0,4.9571,0.1865,-0.0116,0.0535,-36800000.0,0.1119,4.9031,0.0287,0.0307,496400000.0,0.2216,0.4377,-0.1637,-14300000.0
1234,5.9,0.0684,-24000000.0,157712290.0,0.0437,-319396000.0,7.7254,0.0299,-0.0115,0.044,-1363003000.0,-0.2215,14.3718,-0.2409,0.0386,9313000000.0,0.0454,-0.1205,-0.0156,-570775000.0
10134,0.02,0.0021,1299000.0,0.0,0.0,640000.0,0.0,0.0,0.0,0.0,-16802000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3106,2.34,0.0471,0.0,7548358.0,0.6206,-19884000.0,2.338,-0.352,0.5949,0.6206,30352000.0,0.8535,3.2057,0.0317,2.1234,92297000.0,0.4398,0.9339,0.0,-109000.0
4497,5.9,0.0905,-5300000.0,45629412.0,0.2014,419284000.0,7.7254,0.3399,-0.0456,0.1376,-447000000.0,0.0774,8.3217,0.1592,0.2973,1719800000.0,0.1873,1.0071,0.188,-351200000.0
4308,-3.25,-0.1345,-303000.0,38425276.0,-0.4304,-4699000.0,-3.2479,0.4887,0.2508,-0.2962,173959000.0,-0.2552,-2.815,0.5665,-0.1507,-699727000.0,0.2764,0.058,0.9175,157286000.0
4956,5.13,0.0678,-13269000.0,185601400.0,0.0119,419284000.0,5.1295,-0.2143,-0.0624,0.0328,-704931000.0,-0.1471,6.3136,0.0634,-0.0373,9313000000.0,0.0388,0.0577,0.0,-570775000.0
17130,1.78,0.081,76000.0,71097850.0,0.3596,-30967000.0,1.7784,0.1438,0.0061,0.2899,-22684000.0,0.9926,1.9224,0.192,1.096,569080000.0,-0.0082,1.5797,0.5214,-17688000.0
1235,2.1259,0.084,0.0,587187260.0,0.3535,-153333330.0,3.941,-0.0014,-0.0624,0.1248,-1363003000.0,0.3385,6.6797,-0.0603,2.1234,9313000000.0,-0.0303,2.7971,-0.1207,-570775000.0
17268,1.4469,0.1214,-11075423.0,215498290.0,0.1101,125285064.0,7.7254,0.4017,0.1204,0.144,76793530.0,0.6685,14.3718,0.4111,2.1234,236530080.0,-0.0207,2.7971,0.1073,0.0
9968,0.72,0.0454,-1800000.0,59905224.0,-0.1884,-30300000.0,0.7252,0.0006,-0.0289,-0.0783,-36400000.0,-0.7459,0.4089,-0.035,-0.4409,301800000.0,0.0025,-0.2941,0.1137,-40000000.0
8649,-2.48,-0.1734,0.0,37316452.0,0.0,-56430000.0,-2.4834,-0.4897,0.6672,0.0,118145000.0,-1.1924,-2.0394,0.3317,-0.7918,-180933000.0,0.7181,0.3722,0.0,118145000.0
4169,5.9,0.0511,-12405000.0,11986215.0,0.0205,-9579000.0,7.7254,-0.0377,-0.0435,-0.0833,-135478000.0,0.1407,14.3718,0.0441,-0.0165,532090000.0,0.0034,0.0582,-0.049,-194924000.0
4905,4.74,0.0454,-24000000.0,688334400.0,0.0548,-100000000.0,4.7422,-0.2071,-0.0611,0.0554,-1363003000.0,0.0805,6.1599,-0.0141,0.1422,9313000000.0,0.0098,0.254,0.0615,-570775000.0
13,0.93,0.1216,-24000000.0,688334400.0,-0.1098,-319396000.0,0.9244,0.0085,0.0014,0.0227,-122000000.0,-0.1699,3.7764,-0.0076,-0.3438,9313000000.0,-0.0108,-0.5206,0.0177,-164000000.0
13077,1.09,0.0762,6700000.0,65017290.0,0.3669,319842000.0,1.0841,0.4454,0.005,0.255,288751000.0,0.0081,2.1829,0.4885,0.4641,205998000.0,0.1157,1.0185,0.663,0.0
2079,2.48,0.1254,0.0,13076981.0,1.1081,84968000.0,2.4792,0.4835,0.6672,0.8047,837972000.0,0.1532,1.1775,1.0319,2.1234,492000.0,0.7181,2.7971,0.0,157286000.0
11059,1.25,0.0782,0.0,56245064.0,0.24,1442000.0,0.9298,-0.1912,0.2782,0.24,244999000.0,-0.4273,0.4979,0.0943,0.3368,202429000.0,0.1161,0.1062,0.0,13112000.0
3883,0.98,0.0411,-10440000.0,31005548.0,0.0085,86829000.0,0.982,-0.0451,0.0021,-0.0615,81775000.0,0.3679,1.6158,0.1376,0.1461,388434000.0,-0.023,0.0316,0.0637,621000.0
16575,1.32,0.0485,0.0,8502614.0,0.1436,382000.0,1.3169,0.1194,0.0042,0.1436,102098000.0,0.0344,1.6537,0.1307,0.2823,73072000.0,0.0875,0.2453,0.0,169000.0
11046,1.6,0.0448,0.0,67627270.0,-0.0115,49955000.0,1.6031,0.031,0.001,-0.0115,551282000.0,-0.1403,2.1934,0.0531,-0.0792,1185352000.0,-0.0033,-0.0698,0.0,-750000.0
14494,5.9,0.1254,0.0,286148770.0,0.1042,-266000000.0,7.7254,0.345,-0.0198,0.0671,-1363003000.0,0.0722,11.3682,0.0235,0.1705,9313000000.0,0.0609,2.3145,0.0106,-570775000.0
9174,0.23,0.0343,0.0,89681520.0,-0.0075,13596000.0,0.2284,0.0788,0.0162,0.0172,-34147000.0,-0.0801,0.6413,-0.0134,-0.1156,-718444000.0,0.0919,-0.2069,-0.02,780000.0
10598,1.05,0.1055,-583000.0,38553412.0,0.5504,67752000.0,1.0839,0.0679,-0.0624,0.4699,45624000.0,0.0959,2.1481,-0.0711,1.3898,214007000.0,0.2028,1.3052,-0.453,-51474000.0
2523,0.43,0.0422,0.0,423164640.0,-0.0591,176915000.0,0.4581,0.6355,-0.0367,-0.0591,837972000.0,-1.6099,-1.0302,0.2116,-0.1987,113066000.0,0.2145,-0.2712,0.0,0.0
12605,-1.21,-0.484,-354000.0,9229043.0,0.1396,3292000.0,-1.2105,-0.3958,-0.0003,-0.0805,6956000.0,0.5917,-1.0273,-0.2239,0.6136,-44473000.0,-0.1919,0.6109,-0.3342,-26000.0
10809,1.99,0.0565,0.0,273812300.0,0.4168,120000000.0,1.9871,0.1321,-0.0446,0.4168,837972000.0,1.4247,7.3581,0.0786,2.1234,-909000000.0,0.0494,1.163,-0.0165,-452000000.0
311,0.2,0.0073,-1443000.0,70328400.0,0.5346,-3893000.0,0.2033,1.048,0.2859,0.4807,167530000.0,1.2516,0.537,0.6924,2.1234,-74863000.0,-0.0471,1.1058,0.1174,136974000.0
17337,0.63,0.0168,0.0,47140412.0,0.3773,-44305000.0,0.6266,0.1922,0.0211,0.2981,67303000.0,1.5304,1.225,0.4226,1.374,-88677000.0,0.0204,1.8636,0.3631,3441000.0
6780,2.17,0.0703,0.0,26082148.0,0.0563,13531000.0,2.204,0.0548,-0.0063,0.0563,294536000.0,0.3906,3.8574,0.0741,0.0488,251812000.0,0.0504,0.0,0.0,-9821000.0
9369,0.44,0.0241,0.0,76404700.0,-0.1373,173957000.0,0.4444,0.1385,0.006,0.1069,135881000.0,0.1862,0.8164,0.4687,0.4343,-167303000.0,-0.1919,0.375,-0.0904,20857000.0
10681,-3.73,-0.5957,0.0,19103602.0,1.1081,11628000.0,-2.8992,1.048,0.6672,0.8047,37067000.0,-0.5968,-0.5569,1.0319,0.4323,-223206000.0,0.7181,0.6925,1.1213,0.0
14638,0.05,0.0134,0.0,93433810.0,-0.26,-32003000.0,0.053,0.0135,0.3336,-0.0027,52725000.0,-0.4752,0.8176,0.2328,0.0688,-222087000.0,-0.114,-0.5,0.2249,0.0
5815,-0.02,-0.0036,-702000.0,7290576.0,-0.4106,-3495000.0,-0.025,-0.0792,0.0317,-0.2962,-546000.0,-0.4534,0.4824,-0.0931,-0.5531,24602000.0,-0.1919,-1.0067,-0.2568,389000.0
