"","Revenue","EPS_Diluted","Free_Cash_Flow","priceEarningsToGrowthRatio","ebitperRevenue","niperEBT","netProfitMargin","returnOnAssets","eBITperRevenue","Return_on_Tangible_Assets","Book_Value_per_Share_Growth","Class"
"3205",322876000,-0.01,2834000,0,0.0019605049616571,0,-0.00016724686876696,-0.0031,0.0019605049616571,-0.0031,0.1049,"1"
"3206",1282524000,3.85,90249000,15.160818704776,0.23275743767758,0.92022905846318,0.15085877535235,0.048,0.23275743767758,0.048,0.0537,"1"
"3207",810339070.568,0.2668,-183409638.5542,18.4269662686,0.1645323880061,0.81831841570434,0.080394938902718,0.0236,0.1645323880061,0.0236,0.3323,"1"
"3208",1136800000,2.9,-328700000,16.312553125,0.19027093596059,0.77275541795666,0.10978184377199,0.038,0.19027093596059,0.038,0.1091,"0"
"3209",559524000,1.18,62082000,21.861679686981,0.29747428171088,0.66245262257,0.09683588192821,0.0301,0.29747428171088,0.0301,0.056,"1"
"3210",799262000,1.57,-51108000,16.714977274223,0.1300299526313,0.77710016155089,0.072220373294364,0.0436,0.1300299526313,0.0436,0.0603,"0"
"3211",6533682313.1806,0.691,1176554262.1104,13.169950051757,0.2035461868468,0.60340411573284,0.054552923020126,0.0681,0.2035461868468,0.0681,-0.1235,"0"
"3212",1.924e+09,0.45,2.52e+08,34.633333351378,0.3045738045738,0.64732142857143,0.075363825363825,0.0164,0.3045738045738,0.0164,-0.1004,"0"
"3213",319668000,2.54,-37576000,11.407381824509,0.30520727755046,0.67475936803991,0.16206188921006,0.0494,0.30520727755046,0.0494,0.0962,"0"
"3214",40308573,1.06,16956583,22.434463258014,0.25958286838882,1.0332282357288,0.17400407600636,0,0.25958286838882,0,0.281,"0"
"3215",425800000,1.79,-8600000,17.647853441296,0.13997181775481,0.63824289405685,0.058008454673556,0.033,0.13997181775481,0.033,0.0306,"1"
"3216",20095958992.5735,4.908,2184785760.4133,45.338509060936,0.21581707141799,0.71195123462041,0.10895714515366,-0.0599,0.21581707141799,-0.0599,0.0998,"0"
"3217",65559078,0.42,7189345,22.474179968519,0.10302353550488,1,0.095568122541321,0.0514,0.10302353550488,0.0514,0.0117,"1"
"3218",2023114,-0.01,-3623218,0,-0.15394288211144,0,-0.15394288211144,-0.0032,-0.15394288211144,-0.0032,1.4106,"1"
"3219",619852000,2.32,36086000,17.784404736115,0.23905222536993,0.62503112743572,0.12957770564586,0.061,0.23905222536993,0.061,0.0636,"1"
"3220",45900000,0.89,4604000,23.644181641066,0.46986928104575,0.70191308599719,0.25019607843137,0.0443,0.46986928104575,0.0443,0.0206,"1"
"3221",3.598e+09,-17.4,1.48e+08,0,0,0,0,0,0,0,0,"1"
"3222",1.2495e+10,5.22,1.233e+09,0,0,0,0,0,0,0,0,"1"
"3223",0,0,0,0,0,0,0,0,0,0,0,"1"
"3224",1372230000,8.58,34065000,0,0.48948135516641,0.8159561319461,0.33388061768071,0.1458,0.48948135516641,0.1458,0,"0"
"3225",32885000,-4.2,-17397000,0,-2.0987076174548,0,-2.2424509654858,-0.4184,-2.0987076174548,-0.4184,0,"0"
"3226",117139000,1.13,9975000,17.993382575224,0.2901595540341,0.64988372912409,0.15746250181408,0.0415,0.2901595540341,0.0415,0.0333,"1"
"3227",2257314974.1824,0.4475,434595524.957,11.428949999998,0.16889058330155,0.96296296296321,0.069386199008772,0,0.16889058330155,0,6e-04,"0"
"3228",72465000,1.07,-5261000,18.433692531033,0.32117574001242,0.59857691581135,0.13118056993031,0.0247,0.32117574001242,0.0247,0.0181,"1"
"3229",1.704e+09,0.42,5.14e+08,32.231292877898,0.29401408450704,1.1279069767442,0.056924882629108,0.0052,0.29401408450704,0.0052,0.1785,"0"
"3230",5e+07,0.01,3e+06,0,0,0,0,0,0,0,0,"1"
"3231",15782000,0.62,2627000,15.158660124076,0.72557343809403,0.97069543665257,0.42187301989608,0.0592,0.72557343809403,0.0592,-0.0563,"0"
"3232",75016134,0.667,-7858832,17.307782412455,0.12630590907284,0.61564491538942,0.06276569784308,0.043,0.12630590907284,0.043,0.0471,"1"
"3233",5.587e+10,2.31,1.0313e+10,13.708604519822,0.28204761052443,0.74071261312575,0.20948630749955,0.2603,0.28204761052443,0.2603,-0.0276,"0"
"3234",1.6358e+10,2.54,2.592e+09,11.421543513957,0.21549089130701,0.9596596281122,0.1861474507886,0.2154,0.21549089130701,0.2154,0.1348,"0"
"3235",1.82795e+11,6.45,4.99e+10,14.202671509339,0.29258458929402,0.73873941252361,0.21614376760852,1.5369,0.29258458929402,1.5369,-0.039,"0"
"3236",8.6833e+10,2.63,2.7017e+10,13.993443404005,0.32038510704456,0.79345794392523,0.25421210829984,0.2704,0.32038510704456,0.2704,0.1478,"1"
"3237",5.6651e+10,2.62,9.323e+09,0,0.11200155337064,0.84223790322581,0.088489170535383,0.2824,0.11200155337064,0.2824,0.0074,"0"
"3238",5.506e+09,-0.53,-1.93e+08,0,-0.040138031238649,0,-0.073192880494007,-0.2522,-0.040138031238649,-0.2522,-0.663,"1"
"3239",1.2466e+10,1.1,5.495e+09,69.368802721088,0.39387133001765,0.59877800407332,0.23584148884967,0.1845,0.39387133001765,0.1845,1.16,"1"
"3240",3.8275e+10,2.38,1.4341e+10,16.149811556367,0.38192031352057,0.79940163455925,0.28621815806662,0.2977,0.38192031352057,0.2977,0.1059,"0"
"3241",18566728608.3306,-1.7275,-257382951.2431,0,-0.043027037446557,0,-0.043445715967619,-0.0373,-0.043027037446557,-0.0373,11.4444,"1"
"3242",14239709443.0993,1.0291,2342615012.1065,9.2967497563948,0.084254378507057,2.7346115035318,0.23040299268832,0.4493,0.084254378507057,0.4493,0.1717,"0"
"3243",1403002000,-0.96,-119834000,0,-0.38662311244032,0,-0.41184545709842,-0.1308,-0.38662311244032,-0.1308,-0.6149,"0"
"3244",4.269e+09,0.99,7.66e+08,75.237202281369,0.095104239868822,0.88851351351351,0.061606933708128,0.0661,0.095104239868822,0.0661,0.1058,"1"
"3245",9.072e+09,0.87,1.584e+09,22.083418376866,0.17008377425044,0.74033149171271,0.11816578483245,0.2142,0.17008377425044,0.2142,0.0982,"0"
"3246",690410000,-0.26,-8653000,0,-0.33780941759245,0,-0.32719688301154,-0.2233,-0.33780941759245,-0.2233,-0.0763,"0"
"3247",2.6487e+10,4.65,7.739e+09,13.336005811472,0.34794427454978,0.86494408858973,0.30078906633443,0.4218,0.34794427454978,0.4218,0.106,"0"
"3248",4.7142e+10,1.49,1.1289e+10,14.853816070292,0.21804335836409,0.80833762223366,0.16658181663909,0.1553,0.21804335836409,0.1553,-0.0243,"1"
"3249",3042123000,-0.11,221244000,0,-0.01885722569403,0,-0.024025984485177,-0.2733,-0.01885722569403,-0.2733,0.0512,"0"
"3250",4071003000,-0.39,576359000,0,-0.068956962203172,0,-0.057031399878605,3.9225,-0.068956962203172,3.9225,0.2391,"1"
"3251",4.408e+09,1.13,1.224e+09,16.641812215569,0.26837568058076,0.85117227319062,0.18942831215971,0.2096,0.26837568058076,0.2096,0.5621,"1"
"3252",850192000,-1.08,-141173000,0,-0.17700825225361,0,-0.18124494231891,-0.5455,-0.17700825225361,-0.5455,0.5185,"1"
"3253",26108607000,0.59,701457000,0,0.017709025992846,0.91294880310847,0.0140028152402,0.0907,0.017709025992846,0.0907,0.0454,"1"
"3254",1.2679e+10,3.36,1.94e+09,8.9479994298213,0.095512264374162,0.83649876135425,0.079895890843126,0.2278,0.095512264374162,0.2278,-0.0638,"0"
"3255",586340000,1.29,52007000,0,0.17278370911075,0.63235613463626,0.10926083842139,0.1346,0.17278370911075,0.1346,0.2645,"0"
"3256",4.13e+09,0.74,6.05e+08,0,0.12590799031477,0.86274509803922,0.10653753026634,0.0836,0.12590799031477,0.0836,-0.0277,"1"
"3257",1.513e+10,6.68,2.188e+09,11.726703463203,0.11949768671514,0.92294520547945,0.10687376074025,0.198,0.11949768671514,0.198,0.1489,"0"
"3258",3161800000,0.43,281100000,23.469346336321,0.070719210576254,1.001055408971,0.059997469795686,0.0963,0.070719210576254,0.0963,0.1121,"0"
"3259",8.249e+09,0.385,2.19e+09,0,0.2932476663838,0.72385283174866,0.2122681537156,0.2511,0.2932476663838,0.2511,0.0817,"1"
"3260",3404400000,0.63,363799000,0,0.089959170485254,1.0295927929811,0.092621313594172,0.1239,0.089959170485254,0.1239,0.166,"0"
"3261",5.5123e+10,0.9,3.897e+09,0,0.047384939136114,0.73440285204991,0.029896776300274,0.1527,0.047384939136114,0.1527,0,"0"
"3262",1.3045e+10,2.57,3.669e+09,17.955537575328,0.30417784591798,0.72818791946309,0.21625143733231,0.371,0.30417784591798,0.371,-0.0087,"1"
"3263",1387300000,-1.11,112700000,0,-0.044042384487854,0,-0.1032941685288,0.4909,-0.044042384487854,0.4909,-0.4949,"1"
"3264",124192000,-14.89,-123954000,0,-1.3469708193764,0,-1.3572291290904,-1.9674,-1.3469708193764,-1.9674,-0.2267,"0"
"3265",8.8988e+10,-0.52,1.949e+09,0,0.0015282959500157,0,-0.0027082303231896,-0.0119,0.0015282959500157,-0.0119,0.0902,"1"
"3266",962069000,0.06,68690000,229.85166880943,0.020445518980447,0,0.0081979566954137,0.0097,0.020445518980447,0.0097,-0.0138,"1"
"3267",15762146000,1.19,36717000,16.970986137092,0.028110322033561,0.76601465285185,0.015309653901188,0.0729,0.028110322033561,0.0729,-0.0371,"1"
"3268",31874678000,4.52,3169741000,15.809966452085,0.12802833647449,0.72392900150397,0.092283222437573,0.6479,0.12802833647449,0.6479,0.1762,"1"
"3269",2273900000,1,499300000,0,0.12524737235586,0.81743479814219,0.1006200800387,0.1208,0.12524737235586,0.1208,0.1187,"1"
"3270",7919328059.4123,6.0289,2119863416.2092,0.6056855013005,0.32733774171488,0.85538261862896,0.26903788726151,0.0472,0.32733774171488,0.0472,0.2988,"0"
"3271",9.2793e+10,11.9,1.3089e+10,11.248462755295,0.18040153890918,0.73954232283465,0.1295571864257,0.6475,0.18040153890918,0.6475,-0.4325,"0"
"3272",2021441000,2.03,308293000,40.938306161096,0.1419695158058,0.66901118744152,0.090908416322811,-8.9337,0.1419695158058,-8.9337,-0.5355,"1"
"3273",344357281.2399,1.072,158558120.762,5.1286777852164,0.44138936280227,0.79523209139851,0.3510069861023,0.047,0.44138936280227,0.047,0.5186,"0"
"3274",44755000,-1.94,-14673000,0,-0.56786951178639,0,-0.56786951178639,-0.058,-0.56786951178639,-0.058,16.1853,"1"
"3275",9.715e+09,1.73,3.633e+09,10.676156347764,0.37992794647452,0.69282511210762,0.25445187853834,0.1195,0.37992794647452,0.1195,0.1512,"0"
"3276",1.3724e+10,4.52,2.002e+09,9.2995257324841,0.12758670941416,1.0089974293059,0.11439813465462,0.2847,0.12758670941416,0.2847,-0.1103,"0"
"3277",4147065000,0.53,1139150000,136.67482836864,0.10154362181446,0.74270289117152,0.064719265311733,0.0928,0.10154362181446,0.0928,0.0148,"1"
"3278",725497000,0.11,82389000,110.72054579616,0.031049060161517,1.0699755413709,0.024722362738922,0.0652,0.031049060161517,0.0652,0.0767,"0"
"3279",24053432346.3564,1.5467,5143067511.746,2.0342075999586,0.40039983927772,0.84152455745748,0.33337602655457,0.0188,0.40039983927772,0.0188,0.1543,"1"
"3280",1123200000,-0.8,205700000,0,0.054754273504274,0,-0.15963319088319,-0.0596,0.054754273504274,-0.0596,-0.3134,"0"
"3281",6.591e+09,1.12,2.67e+08,25.615738219895,0.049157942649067,1.3356643356643,0.028978910635715,0.1351,0.049157942649067,0.1351,0.042,"0"
"3282",42733000,-3.24,-79502000,0,-1.8316055507453,0,-1.8384152762502,-0.5347,-1.8316055507453,-0.5347,0,"0"
"3283",6.035e+09,2.04,1.828e+09,33.297285227427,0.2053024026512,0.84541984732824,0.14681027340514,0.1496,0.2053024026512,0.1496,0.109,"0"
"3284",4607309000,3.62,571546000,16.262457674576,0.15700336139816,0.8740964080275,0.13723607424638,0.1688,0.15700336139816,0.1688,0.149,"1"
"3285",5.647e+09,2.17,1.143e+09,33.442823323191,0.17460598547902,0.93091537132988,0.095448910926155,0.2215,0.17460598547902,0.2215,-0.5681,"1"
"3286",885352540.0673,0.9116,104619731.0825,0.33697347853945,0.44270884629778,0.75728587319255,0.33525715523868,0.0114,0.44270884629778,0.0114,-0.2983,"0"
"3287",6.6001e+10,20.57,1.2065e+10,25.374339777872,0.2693141013015,0.79527426160338,0.21417857305192,0.1648,0.2693141013015,0.1648,0.1715,"1"
"3288",426449000,0.68,142907000,28.957242467794,0.33392035155435,0.853125,0.2848757999198,0.5122,0.33392035155435,0.5122,0.1447,"0"
"3289",3391187000,3.9,477967000,11.267793435767,0.12654389156363,0.92698617822227,0.11676265567189,0.1117,0.12654389156363,0.1117,0.0381,"1"
"3290",698218000,-3.44,-54868000,0,-0.14161193208998,0,-0.16790171551006,-0.3547,-0.14161193208998,-0.3547,-1.2347,"0"
"3291",852100000,0,-47500000,0,0.14481868325314,0,0,0,0.14481868325314,0,0,"1"
"3292",1.0263e+10,2.35,1.261e+09,21.74071104934,0.18776186300302,0.747920997921,0.14021241352431,0.2835,0.18776186300302,0.2835,0.2532,"1"
"3293",3142856000,1.47,680564000,33.936387893836,0.096739398814327,0.91301241177196,0.080093710943168,0.5402,0.096739398814327,0.5402,-0.2805,"1"
"3294",2631417000,0.23,160432000,63.802776013753,0.11187090453547,0.916836640089,0.026306358893326,0.1977,0.11187090453547,0.1977,1.0656,"1"
"3295",7254138478.2427,0.1983,1003507892.7587,0,0.2382348268009,0.77527419531259,0.17953618609664,0.0059,0.2382348268009,0.0059,0.0975,"1"
"3296",62015000,-1.26,12576000,0,-0.048230266870918,0,-0.11500443441103,-0.437,-0.048230266870918,-0.437,-0.7292,"1"
"3297",253873000,0.3,65820000,110.13059885422,0.17719095768357,0.53936955361906,0.09557140775112,0.0943,0.17719095768357,0.0943,-0.2356,"0"
"3298",396647000,1.17,97880000,0,0.19822159249912,0.6307285244554,0.12380277677633,0.3535,0.19822159249912,0.3535,0.1081,"0"
"3299",2350568000,3.2,670449000,0,0.17426298664833,0.96155175714772,0.15383728528594,0.3739,0.17426298664833,0.3739,0.2751,"1"
"3300",2929408000,3.47,711384000,14.426388859812,0.26908952252469,0.79344580583584,0.19893268537534,0.1449,0.26908952252469,0.1449,0.0542,"1"
"3301",6.6001e+10,21.02,6.529e+09,0,0,0,0,0,0,0,0,"1"
"3302",150929000,0.11,8067000,231.47038227441,0.086643388613189,0.58647473073737,0.037520953560946,0.0927,0.086643388613189,0.0927,12.2946,"1"
"3303",1148231000,0.18,66595000,0,0.026001736584363,0.52955221379801,0.011009979699207,0.0246,0.026001736584363,0.0246,0,"0"
"3304",3563637000,2.62,597689000,16.215214439427,0.1390848731226,0.86226534572567,0.11845258088857,0.2791,0.1390848731226,0.2791,0.0521,"1"
"3305",1923451000,-0.47,297860000,0,-0.011617140233882,0,-0.078163155702953,-0.2106,-0.011617140233882,-0.2106,-0.0315,"1"
"3306",1.1973e+10,4.27,1.577e+09,12.284576080853,0.17155266015201,0.92423456149455,0.14875135722041,0.2282,0.17155266015201,0.2282,0.0958,"1"
"3307",3.575e+09,0.03,6.15e+08,0,0.001958041958042,1.1428571428571,0.0022377622377622,0.0064,0.001958041958042,0.0064,0.0753,"1"
"3308",1394205000,0.92,69712000,51.554545781026,0.12980515777809,0.70776626605885,0.091871711835777,0.2114,0.12980515777809,0.2114,94.0152,"0"
"3309",1486029000,-4.9,-39699000,0,-0.034160840737294,0,-0.017851603165214,-0.0535,-0.034160840737294,-0.0535,0.3336,"1"
"3310",412377723.9709,0.6053,-93849878.9346,53.702932656018,0.23273462821181,0.69413371874322,0.10292874254307,0.0377,0.23273462821181,0.0377,-0.0204,"1"
"3311",1065100000,0.9,378800000,29.198992385956,0.33198760679748,0.74515110509698,0.15510280724815,-4.6145,0.33198760679748,-4.6145,0,"1"
"3312",593859864.3849,2.8737,177798191.7985,67.532815495067,0.34671952344088,0.87340933985916,0.28938703251011,0.0393,0.34671952344088,0.0393,0.5609,"0"
"3313",682563000,-1.23,86558000,0,-0.21460436619037,0,-0.26281383549943,-0.3558,-0.21460436619037,-0.3558,0.0131,"1"
"3314",1963874000,1.84,339443000,33.611358175524,0.25217452850845,0.69604982325085,0.17004553245269,0.2182,0.25217452850845,0.2182,0.1196,"0"
"3315",1377873000,-0.37,36482000,0,-0.028173859274403,0,-0.048228682904738,-0.5952,-0.028173859274403,-0.5952,-0.0355,"1"
"3316",24176042482.4566,2.3093,146266016.1365,0.0056785616065643,0.054595657489971,0.73588260617296,0.034180681096947,5e-04,0.054595657489971,5e-04,0.0365,"0"
"3317",6.325e+09,1.83,1.129e+09,0,0.11715415019763,0.86099865047233,0.10086956521739,0.1306,0.11715415019763,0.1306,-0.1466,"0"
"3318",926900000,-0.08,76800000,0,0.0004315460135937,0,-0.01920379760492,-0.0138,0.0004315460135937,-0.0138,0.0261,"0"
"3319",221956000,0.31,64153000,144.91556423633,0.042332714592081,0.84681711730892,0.035840436843338,0.0749,0.042332714592081,0.0749,0.0374,"1"
"3320",6.813e+09,-11.18,-3.93e+08,0,-1.0544547189197,0,-0.86202847497431,-1.5805,-1.0544547189197,-1.5805,-0.6168,"0"
"3321",198557000,-3.11,-435512000,0,-0.26880946025575,0,-0.35683456136021,-0.0445,-0.26880946025575,-0.0445,-0.1551,"1"
"3322",377536000,0.48,17543000,107.9444323198,0.029877945414477,3.2334219858156,0.096608005594169,0.0811,0.029877945414477,0.0811,0.1035,"0"
"3323",2493282000,0.77,142952000,16.413157734062,0.076760671275852,0.70466485751427,0.047178377736654,0.0498,0.076760671275852,0.0498,-0.0425,"0"
"3324",1647824000,0.37,323080000,47.367253770056,0.062087941430638,0.85212212715987,0.049320801250619,0.0634,0.062087941430638,0.0634,-0.0154,"1"
"3325",206649000,-0.68,-12427000,0,-0.22941799863537,0,-0.23435390444667,-0.2745,-0.22941799863537,-0.2745,0.8361,"0"
"3326",4627100000,-0.73,570500000,0,-0.018650990901429,0,-0.072248276458257,-0.1519,-0.018650990901429,-0.1519,-0.261,"1"
"3327",1931217000,1.82,563492000,0,0.24910199112787,0.91425313516239,0.20467974339497,0.1826,0.24910199112787,0.1826,0.0838,"1"
"3328",568569000,0.81,72366000,17.026575963676,0.13750485868909,0.81661545641943,0.11078338776824,0.0778,0.13750485868909,0.0778,0.083,"0"
"3329",215109000,0.11,67170000,0,0.10439358650731,0.85396796832823,0.088243634622447,0.3127,0.10439358650731,0.3127,0,"1"
"3330",195607000,-1.61,7625000,0,-0.25161164988983,0,-0.30733562704811,-0.4746,-0.25161164988983,-0.4746,-0.3172,"1"
"3331",64230000,-0.56,-42159000,0,-1.4042036431574,0,-1.3776739841196,-0.5077,-1.4042036431574,-0.5077,5.2479,"0"
"3332",840542000,0.38,82789000,37.880666835157,0.10553547591911,0.75517354772137,0.079232209693269,0.1544,0.10553547591911,0.1544,0.0449,"1"
"3333",4.243e+09,3.12,1.26e+09,24.502207276736,0.32641998585906,0.6698670605613,0.21376384633514,0.507,0.32641998585906,0.507,-0.0916,"1"
"3334",2382531000,2.19,760052000,0,0.31020750621923,0.88846356581718,0.26458753317376,0.2591,0.31020750621923,0.2591,-0.0877,"1"
"3335",339189000,-0.33,3009000,0,-0.056154533313286,0,-0.045175403683492,-0.0454,-0.056154533313286,-0.0454,-0.0966,"1"
"3336",2734800000,1.76,126800000,17.692056818182,0.070645019745502,0.7070457354759,0.041831212520111,0.1442,0.070645019745502,0.1442,-0.1204,"0"
"3337",3.983e+10,1.13,2.852e+09,15.546139707016,0.10439367311072,0.68335089567966,0.065126788852624,0.1723,0.10439367311072,0.1723,-0.1254,"0"
"3338",2291500000,2.38,563800000,21.16987826087,0.24665066550295,0.80980184005662,0.19973816277547,0.2712,0.24665066550295,0.2712,0.2072,"1"
"3339",683261000,0.6,66242000,23.294452626596,0.07354876101519,0.83997465810285,0.056272785948561,0.0663,0.07354876101519,0.0663,0.0658,"1"
"3340",2.732e+09,2.33,5.51e+08,18.483662125341,0.18191800878477,0.74291497975708,0.13433382137628,0.4986,0.18191800878477,0.4986,-0.0328,"0"
"3341",5.755e+09,1.94,2.56e+08,0,0.043440486533449,0.97619047619048,0.028496959165943,0.1281,0.043440486533449,0.1281,-0.3919,"1"
"3342",25258000,-0.35,-522945000,0,-1.054319423549,0,-1.1435188851057,-0.0367,-1.054319423549,-0.0367,4.45,"1"
"3343",745433000,0.63,-7721000,0,0.19048660308841,0.94279295715195,0.17677913373838,1.0271,0.19048660308841,1.0271,2.1512,"1"
"3344",2864773000,1.98,693689000,22.075390220397,0.26673282664979,0.86285639854938,0.21967534600473,0.1689,0.26673282664979,0.1689,-0.0136,"1"
"3345",191031000,0.9,41117000,30.548790425383,0.30686119006863,0.70547979840545,0.21909533007732,0.1151,0.30686119006863,0.1151,0.0412,"1"
"3346",185829000,-1.27,-8050000,0,-0.12996356865721,0,-0.19719204214627,-0.2185,-0.12996356865721,-0.2185,-0.1386,"0"
"3347",767861000,0.75,234017000,36.030364831042,0.26675531118262,0.73810327940829,0.17076918869431,1.34,0.26675531118262,1.34,0.0655,"1"
"3348",519554000,-0.6,-49216000,0,-0.098230405309169,0,-0.11030614719548,-0.5559,-0.098230405309169,-0.5559,-0.1848,"1"
"3349",425662000,-3.12,-198985000,0,-1.1286372755849,0,-1.0425877809154,-1.0762,-1.1286372755849,-1.0762,-0.62,"0"
"3350",392873000,-1.7,26481000,0,-0.19761856885049,0,-0.17038584988024,-0.1436,-0.19761856885049,-0.1436,-0.066,"0"
"3351",127049000,-1.26,-27588000,0,-0.53269211091783,0,-0.53062204346355,-0.6561,-0.53269211091783,-0.6561,1.9944,"1"
"3352",179507000,-0.74,-36638000,0,-0.17929662910082,0,-0.19341864105578,-0.3116,-0.17929662910082,-0.3116,1.1362,"1"
"3353",2308265000,1.69,155428000,45.20825035259,0.070674727555112,0.91277907874894,0.032253229156964,0.0585,0.070674727555112,0.0585,-0.0218,"0"
"3354",29420957542.9088,0.4568,1597496451.155,3.0590601400412,0.081185877894403,0.71249076127124,0.050740625397507,0.0145,0.081185877894403,0.0145,-0.1365,"0"
"3355",492104000,1.08,84747000,37.241419512195,0.26010355534602,0.64063500992203,0.16663144375986,0.6596,0.26010355534602,0.6596,0.0245,"1"
"3356",302623000,-0.75,64540000,0,-0.26180098670623,0,-0.26107731401777,-0.0987,-0.26180098670623,-0.0987,1.524,"1"
"3357",1010117000,2.52,561622000,20.330096267522,0.56360302816406,0.73505465424954,0.35170183255999,0.969,0.56360302816406,0.969,-1.3803,"1"
"3358",1.9032e+10,0,7.21e+08,0,-0.012566219046446,0,0.00024639645189109,0,-0.012566219046446,0,0,"1"
"3359",7.404e+09,0.14,1.61e+08,46.716499438552,0.016612641815235,1.2190476190476,0.017287952458131,0.0216,0.016612641815235,0.0216,-0.1177,"0"
"3360",306177000,-0.61,-11469000,0,-0.052031994565235,0,-0.064403923220882,-0.1234,-0.052031994565235,-0.1234,-0.1294,"1"
"3361",10641681,-20,773908,0,-0.015897018525551,0,-0.016699617287908,-0.0908,-0.015897018525551,-0.0908,-0.0879,"0"
"3362",9.15e+08,-1.02,15900000,0,-0.073770491803279,0,-0.095081967213115,-0.1735,-0.073770491803279,-0.1735,-0.3451,"0"
"3363",2288289000,-0.38,41600000,0,0.0089333121821588,0,-0.017758683453008,-0.0391,0.0089333121821588,-0.0391,0.1856,"1"
"3364",2443776000,-4.96,29217000,0,0.14586647876074,-3.0210797094702,-0.10620736106746,-0.0444,0.14586647876074,-0.0444,-0.1283,"1"
"3365",907292000,0.99,155891000,0,0.097075693382064,0.92213874022231,0.059249943788769,0.1674,0.097075693382064,0.1674,1.0928,"0"
"3366",6.413e+09,2.35,7.93e+08,24.610484536082,0.18509278029004,0.66962524654832,0.10587868392328,0.5002,0.18509278029004,0.5002,0.0128,"0"
"3367",468938000,-1.01,-29462000,0,-0.36429336074278,0,-0.36787165893999,-0.1027,-0.36429336074278,-0.1027,-0.1339,"0"
"3368",2453663000,1.23,648877000,22.976170985034,0.16678166480075,0.86702702174349,0.14460421011361,0.1175,0.16678166480075,0.1175,-0.0021,"1"
"3369",263568000,-1.22,12455000,0,-0.19686380744248,0,-0.2462324713167,-0.3288,-0.19686380744248,-0.3288,-0.3528,"1"
"3370",210151000,0.15,38776000,0,0.1203420397714,0.41142744167655,0.049512017549286,0.0386,0.1203420397714,0.0386,2.3303,"1"
"3371",268530000,-0.34,13103000,0,-0.074833351953227,0,-0.071444531337281,-0.0865,-0.074833351953227,-0.0865,-0.0459,"1"
"3372",482848000,0.46,48263000,19.959546927713,0.061267728146332,1.067390490453,0.064950046391411,0.101,0.061267728146332,0.101,0.006,"0"
"3373",334172000,-0.35,-34155000,0,-0.21239661012892,0,-0.19548316435847,-0.1346,-0.21239661012892,-0.1346,2.8079,"1"
"3374",8091049317.3147,0.4399,198317850.7237,0,0.11788644303486,0.79687957750604,0.086630331056977,0.0137,0.11788644303486,0.0137,0.1124,"1"
"3375",0,-13.46,0,0,0,0,0,0,0,0,-1.0278,"0"
"3376",3356400000,0.89,-91400000,31.51728073576,0.042337027767847,0.35139202407825,0.013913717077821,0.0731,0.042337027767847,0.0731,-0.8332,"0"
"3377",817900000,0.18,-1300000,0,0.011981904878347,1.0918367346939,0.013082283897787,0.0375,0.011981904878347,0.0375,0.1907,"1"
"3378",350246000,0.21,70498000,180.88650825352,0.056948544737128,0.73804271533139,0.042030458591961,0.0339,0.056948544737128,0.0339,1.5132,"1"
"3379",584106000,1.29,118741000,42.712545108798,0.18802580353566,0.66529208958251,0.117939209664,0.1136,0.18802580353566,0.1136,3.033,"1"
"3380",2960627000,4.11,200759000,5.4952794341175,0.12356808203127,0.75568653311583,0.080895702160387,0.2865,0.12356808203127,0.2865,0.5617,"1"
"3381",122620000,-0.35,8183000,0,-0.073258848474963,0,-0.076251834937204,-4.2949,-0.073258848474963,-4.2949,0.1061,"0"
"3382",21259079903.1477,3.3172,3399515738.4988,24.547724364801,0.25523917995444,0.75315729047073,0.1867881548975,1.3371,0.25523917995444,1.3371,0.0699,"1"
"3383",1647641000,1,140868000,48.790338084055,0.08893381507258,0.84275682278835,0.074949579429014,0.0596,0.08893381507258,0.0596,0.03,"0"
"3384",794639000,2.36,68574000,25.955564578892,0.099782416921395,0.74610888801929,0.074380945309757,0.0881,0.099782416921395,0.0881,0.0535,"1"
"3385",2393500000,4.05,198800000,30.001753128555,0.12442030499269,0.6616484757245,0.073448924169626,0.2024,0.12442030499269,0.2024,0.1547,"1"
"3386",52937000,0.14,-488000,64.877424205675,0.1193683057219,0.652476657699,0.077885033152615,0.0696,0.1193683057219,0.0696,-0.0524,"1"
"3387",1890996771.0688,5.8524,859396028.4146,64.502258040005,0.46268546109335,0.87770968443125,0.40610351004717,0.0363,0.46268546109335,0.0363,0.1257,"1"
"3388",1.329e+09,-0.3,2.95e+08,0,0.019563581640331,-1.6923076923077,-0.016553799849511,-0.0397,0.019563581640331,-0.0397,0,"1"
"3389",1356967000,1.34,279277000,27.202445784486,0.14316265612944,0.8607397696011,0.11805298139159,0.9245,0.14316265612944,0.9245,-0.0676,"0"
"3390",12074500000,1.42,3.8e+08,23.372060677828,0.04844921114746,0.63167397472272,0.020282413350449,0.2182,0.04844921114746,0.2182,0.2077,"1"
"3391",272096571,0.59,44423310,27.088211004926,0.23158715587048,0.61983329088514,0.14354542894993,0.3715,0.23158715587048,0.3715,0.127,"1"
"3392",0,-2.16,-5770000,0,0,0,0,-0.6839,0,-0.6839,0,"0"
"3393",653652000,0.11,28384000,314.14504141188,0.039785696364426,0.68140297458719,0.01780305116484,0.0226,0.039785696364426,0.0226,0.2811,"0"
"3394",2395500000,0.81,343500000,0,0.1132122730119,0.82231404958678,0.091379670214986,0.5432,0.1132122730119,0.5432,0.1817,"0"
