"","Revenue","EPS_Diluted","Free_Cash_Flow","priceEarningsToGrowthRatio","ebitperRevenue","niperEBT","netProfitMargin","returnOnAssets","eBITperRevenue","Return_on_Tangible_Assets","Book_Value_per_Share_Growth","Class"
"1",7.4401e+10,4.01,1.011e+10,15.557842259877,0.20433865136221,0.80329791637919,0.15648983212591,0.5765,0.20433865136221,0.5765,0.0316,"0"
"2",3734148046.4966,0.226,263041007.4265,2.6317931432127,0.050220557783091,0.77443805589144,0.036373151247506,0.0403,0.050220557783091,0.0403,0,"0"
"3",9.8375e+10,1.45,1.243e+09,0,0.027578144853875,0.66916299559471,0.015440914866582,0.1011,0.027578144853875,0.1011,0.3268,"1"
"4",25526413000,4.6,368176000,0,0.026435715821099,0.99678680190874,0.0097708205222567,0.0668,0.026435715821099,0.0668,0.1963,"1"
"5",17909600000,2.83,1884100000,15.254287363076,0.16807187206861,0.67378217675518,0.10186715504534,0.6265,0.16807187206861,0.6265,0.0274,"1"
"6",8.0106e+10,4.76,6.586e+09,13.892365702214,0.14533243452426,0.70755429650614,0.093538561406137,1.163,0.14533243452426,1.163,-0.6769,"1"
"7",4.5998e+10,1.6,8.432e+09,22.673397985348,0.21266142006174,0.76330788256802,0.15431105700248,0.4656,0.21266142006174,0.4656,-0.0763,"1"
"8",4.76294e+11,4.88,1.0869e+10,0,0.05555812166435,0.66406929995441,0.033638886905987,0.146,0.05555812166435,0.146,0.0309,"0"
"9",3.4244e+10,1.28,1.927e+09,25.778821025357,0.094177082116575,0.86085928261726,0.063777596075225,0.2885,0.094177082116575,0.2885,-0.1051,"1"
"10",2.4522e+10,2.56,4.5e+09,16.056304809588,0.34997145420439,0.65217391304348,0.20675311964766,4.2677,0.34997145420439,4.2677,-0.2593,"1"
"11",14299586932.0315,0.2854,5422305670.2967,7.1104010966734,0.40828733344188,0.85740578875933,0.31684777756186,0.9411,0.40828733344188,0.9411,-0.1292,"0"
"12",313895205,0.127,90765273,0,0.21435665447645,0.90072524661545,0.19307645046696,0.2855,0.21435665447645,0.2855,0.3488,"1"
"13",10892527224.9343,0.9594,1364588.8096,8.8420956626437,0.17751354854724,0.86320608317815,0.076706151660992,0.0714,0.17751354854724,0.0714,-0.0567,"0"
"14",1.0922e+10,-0.17,1.741e+09,0,0.13495696758835,0.83375634517766,0.060153817982055,0.1569,0.13495696758835,0.1569,0,"1"
"15",5.727e+09,1.35,472200000,24.59299727369,0.092072638379605,0.80916684514885,0.065968220708923,0.3924,0.092072638379605,0.3924,-0.0658,"1"
"16",1.9724e+10,4.04,1.806e+09,24.386978918048,0.13516528087609,0.64063811922754,0.077367673899817,0.228,0.13516528087609,0.228,-0.8462,"1"
"17",8.268e+09,2.74,5.74e+08,13.379880831409,0.16473149492017,0.69838709677419,0.10474117077891,0.606,0.16473149492017,0.606,0.3269,"1"
"18",7.1279e+10,3.07,4.704e+09,0,0.062388641815963,0.58004708652148,0.02765190308506,0.0782,0.062388641815963,0.0782,0.0136,"0"
"19",9316256000,1.12,598026000,21.076612369146,0.099987269564082,0.65593712689227,0.064690901581064,0.2765,0.099987269564082,0.2765,0.0912,"1"
"20",11838200000,0.7,1147500000,30.97688484241,0.072553259786116,0.62962193601994,0.025603554594448,0.058,0.072553259786116,0.058,-0.0114,"1"
"21",6.6683e+10,4.27,7.762e+09,19.613501473975,0.14427965148539,0.74758953168044,0.097671070587706,0.3287,0.14427965148539,0.3287,-0.2646,"1"
"22",1.1264e+11,4.65,1.991e+09,22.884469372886,0.029119318181818,0.6498263340701,0.018270596590909,0.1143,0.029119318181818,0.1143,0.1281,"1"
"23",4551600000,-0.26,3.35e+08,0,-0.0019333860620441,0,-0.021399068459443,-0.0564,-0.0019333860620441,-0.0564,-0.4351,"1"
"24",2464867000,0.92,567091000,37.505846618997,0.30256723790777,0.64788518989311,0.19602883238731,0.3482,0.30256723790777,0.3482,0.5222,"1"
"25",5610600000,5.42,587200000,0,0.16559726232489,0.66517594445098,0.10073788899583,0.2945,0.16559726232489,0.2945,0.0105,"1"
"26",1.7277e+10,2.36,2.541e+09,26.079579255045,0.19667766394629,0.64611736810907,0.12617931353823,0.4363,0.19667766394629,0.4363,-0.4958,"0"
"27",8.1201e+10,3.43,4.049e+09,13.322536209964,0.042634942919422,0.71936,0.027684388123299,0.1109,0.042634942919422,0.1109,-0.016,"0"
"28",17504167000,3.17,963087000,0,0.098108867448534,0.62955052108602,0.058564112191114,0.2951,0.098108867448534,0.2951,0.115,"1"
"29",4146300000,2.76,1037200000,24.375072023346,0.1755782263705,0.88164665523156,0.12396594554181,0.4894,0.1755782263705,0.4894,-0.0956,"1"
"30",46516712000,1.58,995399000,20.625609502831,0.034382589207939,0.63128073276119,0.020025770523076,0.1479,0.034382589207939,0.1479,0.0203,"1"
"31",3297600000,1.51,469800000,24.032915825079,0.19781052886948,0.66234597535606,0.12551552644347,0.5678,0.19781052886948,0.5678,-0.0624,"1"
"32",5.7161e+10,3.17,5.82e+08,22.774363051733,0.019436328965553,0.67408376963351,0.009009639439478,0.0515,0.019436328965553,0.0515,-0.1289,"0"
"33",597381000,1.39,108821000,0,0.28522835510336,0.71367496167001,0.12155559015101,0.709,0.28522835510336,0.709,0.1557,"1"
"34",5124755000,2.16,100808000,0,0.04177819232334,0.59435036288601,0.024448973658253,0.1125,0.04177819232334,0.1125,0.1791,"0"
"35",4867700000,9.83,602700000,0,0.5188281940136,0.88230486309767,0.39918236538817,0.7102,0.5188281940136,0.7102,0.6863,"1"
"36",2967424000,0.7,54447000,45.832494149983,0.067118483910624,0.61854272684457,0.036291409653626,0.1895,0.067118483910624,0.1895,0.1994,"0"
"37",7.648e+09,-0.88,249200000,0,0.034714958158996,-2.4798978940651,-0.050810669456067,-0.1989,0.034714958158996,-0.1989,-0.7396,"0"
"38",1372316000,-0.79,423898000,0,-0.063399391976775,0,-0.081242949874519,-0.1254,-0.063399391976775,-0.1254,-0.0535,"1"
"39",2411100000,-9.03,67600000,0,-0.10086682427108,0,-0.14234166977728,-0.2242,-0.10086682427108,-0.2242,0.2549,"1"
"40",10968800000,3.06,1.025e+09,22.372369387925,0.16694624753847,0.67959137600181,0.10977499817665,0.2819,0.16694624753847,0.2819,0.1771,"1"
"41",8583365000,2.74,906357000,9.2752727640631,0.13802255875173,0.64542658677074,0.082910140719869,0.3034,0.13802255875173,0.3034,0.4717,"0"
"42",7840300000,2.72,463200000,0,0.12368149177965,0.62527507073247,0.076106781628254,0.3341,0.12368149177965,0.3341,-0.2333,"1"
"43",2655006000,2.81,233330000,15.688442982429,0.16554086883419,0.65139866192809,0.096373416858568,0.2946,0.16554086883419,0.2946,-0.0116,"0"
"44",9503196000,-0.22,31154000,0,0.00090779986017336,0,-0.0021357025573291,-0.013,0.00090779986017336,-0.013,-0.1229,"0"
"45",4958600000,1.7,337700000,10.539390994493,0.10345662082039,0.73273201993829,0.06225547533578,0.3487,0.10345662082039,0.3487,-1.7209,"1"
"46",554695000,0,0,0,0,0,0,0,0,0,0,"1"
"47",4.7063e+10,5.54,1.0022e+10,16.573953734692,0.30835263370376,0.78668373879641,0.19582262074241,0.7948,0.30835263370376,0.7948,-0.0085,"1"
"48",304834000,-0.78,8697000,0,-0.21078685448474,0,-0.21243693288806,-0.4521,-0.21078685448474,-0.4521,-0.7737,"0"
"49",722966000,0.091,-184553000,87.725298060453,0.14955475084582,0.51341739411575,0.015375550164185,0.0094,0.14955475084582,0.0094,-0.0956,"1"
"50",7840255000,3.26,8855000,0,0.029789719849673,0.65491313957572,0.016175494291959,0.0713,0.029789719849673,0.0713,0.1803,"1"
"51",313403000,1.32,8864000,11.214347363278,0.085372507602033,0.91268311488049,0.075541714661315,0.2052,0.085372507602033,0.2052,0.3194,"1"
"52",1138887000,1.37,330588000,18.593959086355,0.21226513253729,0.89227536339795,0.18939894827143,0.2443,0.21226513253729,0.2443,0.1944,"1"
"53",3.758e+10,2.37,5.46e+08,14.878816666667,0.037040979244279,0.68571428571429,0.02299095263438,0.1144,0.037040979244279,0.1144,0.4256,"1"
"54",4243200000,3.34,3.72e+08,21.489354613589,0.1423689668175,0.73683261183261,0.096271681749623,0.4555,0.1423689668175,0.4555,-0.0501,"1"
"55",2107822000,1.3,143157000,33.382856637059,0.10622149308623,0.65114017942164,0.06163803205394,0.1883,0.10622149308623,0.1883,0.2737,"0"
"56",7421768000,3.52,475200000,24.239048491271,0.18722964662867,0.64845644438966,0.1141118935542,0.3438,0.18722964662867,0.3438,-0.0821,"0"
"57",13685700000,0.18,31700000,0,0.0084979211878092,0.51324503311258,0.0011325690319092,0.0138,0.0084979211878092,0.0138,0.0335,"1"
"58",58639225181.5981,2.1671,7467312348.6683,0,0,0,0,0,0,0,0,"1"
"59",832709000,0.57,-14409000,38.183476190644,0.039647704059882,0.57207823567289,0.017070789435445,0.0889,0.039647704059882,0.0889,-0.018,"0"
"60",106322000,-0.55,1195000,0,-0.067173303737702,0,-0.12666240288934,-0.3501,-0.067173303737702,-0.3501,-0.3058,"1"
"61",86764112,-9.63,-24903739,0,-1.4594099574257,0,-1.5130667504555,-1.3263,-1.4594099574257,-1.3263,1.6027,"0"
"62",17865794113.6579,0.5629,1796961887.9696,10.652764985849,0.11256448117093,0.72758560599459,0.063393673917913,0.0324,0.11256448117093,0.0324,-0.0539,"1"
"63",5.514e+09,4.23,6.3e+08,18.579870987097,0.17519042437432,0.64658169177289,0.10119695321001,0.7602,0.17519042437432,0.7602,0.0673,"1"
"64",1591315000,0.276,83976000,48.730369888621,0.14517050364007,0.52635637880065,0.023160719279338,0.0592,0.14517050364007,0.0592,0.0466,"1"
"65",4634700000,-3.163,628600000,0,0.081580253306579,-0.12988650693569,-0.002222366064686,-0.1736,0.081580253306579,-0.1736,0.3868,"0"
"66",233391000,0.9,13461000,0,0.12167992767502,0.63283918447833,0.07700382619724,0.2665,0.12167992767502,0.2665,0.098,"1"
"67",2946102000,2.23,133174000,37.443640854473,0.06062451334,0.65812403895438,0.030508108680555,0.0783,0.06062451334,0.0783,0.279,"0"
"68",540718000,0.4,10159000,0,0,0,0,0,0,0,0,"0"
"69",4461987000,-0.39,121857000,0,0.035880203147163,0.4991037765004,0.0036194637052954,0.0159,0.035880203147163,0.0159,0.8145,"0"
"70",499261000,0.95,32389000,26.722123992132,0.10071685951837,0.60312256689751,0.058959141611302,0.0751,0.10071685951837,0.0751,-0.0669,"0"
"71",5.668e+09,4.74,4.55e+08,16.17908371831,0.10109386026817,0.693359375,0.062632321806634,0.1015,0.10109386026817,0.1015,-0.0526,"1"
"72",2774845000,10.8,135355000,7.2942858555845,0.1376808434345,0.65631176442685,0.089752040204047,0.2596,0.1376808434345,0.2596,0.3337,"0"
"73",17475298126.0647,6.0852,3626916524.7019,123.96448932384,0.26272177812439,0.83413729128014,0.21914603236498,0.4523,0.26272177812439,0.4523,0.0853,"1"
"74",6794447000,2.52,-78801000,23.697740711815,0.031667183510299,0.60500077142637,0.018468316847567,0.0938,0.031667183510299,0.0938,0.1224,"0"
"75",58639225181.5981,2.1671,7467312348.6683,0,0,0,0,0,0,0,0,"1"
"76",691055000,2.37,-1650000,19.062342597743,0.26264045553538,0.62029627486116,0.1612983047659,0.1968,0.26264045553538,0.1968,0.3566,"0"
"77",2612200000,5.69,486700000,15.670563940666,0.19263456090652,0.92686100989068,0.13632187428221,0.1867,0.19263456090652,0.1867,0.0365,"0"
"78",2142261578.9109,0.9491,-85253542.7457,0.050896306925991,0.14670866504523,0.72129470238527,0.093062447840965,6e-04,0.14670866504523,6e-04,-0.2244,"1"
"79",1440907000,2.26,65550000,14.031433401705,0.1145091251552,0.67728631497997,0.075790456982998,0.1696,0.1145091251552,0.1696,0.1439,"1"
"80",10280100000,0.92,7300000,31.828878688525,0.0066925419013434,0.64307228915663,0.0041536560928396,0.083,0.0066925419013434,0.083,0.0583,"1"
"81",566019178.7558,-2.5747,157487091.222,0,0.30299739357081,0,-0.23197219808862,-0.0485,0.30299739357081,-0.0485,0.9412,"1"
"82",641135000,0.92,40320000,0,0.099462671668213,0.69142277646611,0.068058989136453,0.3159,0.099462671668213,0.3159,0.5099,"1"
"83",2542115000,5.25,-46606000,0,0.09631782983854,0.66360713267778,0.058616152298381,0.0984,0.09631782983854,0.0984,0.1005,"1"
"84",3927500000,2.53,83200000,12.57026365336,0.04071292170592,0.90874282067645,0.036257161043921,0.079,0.04071292170592,0.079,0.0287,"1"
"85",2569495000,3.11,-157940000,12.032186091259,0.11617341150693,0.6337405822979,0.073623805455936,0.2147,0.11617341150693,0.2147,0.0889,"0"
"86",2517567000,3.07,19316000,27.82007103008,0.055034483690007,0.69184704077224,0.036895145193753,0.177,0.055034483690007,0.177,0.1359,"0"
"87",1.604e+09,0.18,-5.3e+07,0,0,0,0,0,0,0,0,"1"
"88",855892000,0.22,27478000,123.07060592384,0.042524056773518,0.36681448632668,0.0057986287989606,0.011,0.042524056773518,0.011,-0.4214,"0"
"89",1317153000,2.66,113707000,0,0.089076212102922,0.80504788395841,0.065480623739232,0.2077,0.089076212102922,0.2077,0.1022,"1"
"90",782510000,0.01,12934000,7363.425185567,-0.0036242348340596,0,0.00012396007718751,0.0012,-0.0036242348340596,0.0012,0.4197,"1"
"91",864844000,-0.24,17764000,0,-0.0099844596250885,0,-0.011766283861598,-0.05,-0.0099844596250885,-0.05,-0.0358,"0"
"92",135121246.3675,0.4343,0,0,0,0,0,0,0,0,0,"0"
"93",1923371000,2.07,186206000,19.407219177137,0.085075630234625,0.8287341326029,0.069685983619385,0.1642,0.085075630234625,0.1642,0.087,"0"
"94",378393000,0.08,15074000,108.08940206186,0.020069081616203,0.35444579780755,0.0053832919742173,0.0154,0.020069081616203,0.0154,-0.0477,"0"
"95",1604357000,0.18,118031000,43.583371194911,0.034713595540145,0.6851895089112,0.005487556697169,0.0132,0.034713595540145,0.0132,0.0177,"1"
"96",1041075000,2.74,113136000,30.300722246819,0.12225728213625,0.58914667777088,0.072027471603871,0.1606,0.12225728213625,0.1606,0.0542,"1"
"97",903007000,6.69,-10673000,42.083870270985,0.16123241569556,0.62326057392475,0.10048980794169,0.1895,0.16123241569556,0.1895,0.4213,"0"
"98",2776683000,2.02,47547000,21.013589363758,0.030130194912419,0.65000836700055,0.01958487879243,0.0575,0.030130194912419,0.0575,0.0129,"0"
"99",446041000,4.35,71075000,16.416322225818,0.18353469748297,0.60504333298528,0.10392766584238,0.2083,0.18353469748297,0.2083,1.3887,"0"
"100",501867000,1.43,28241000,23.340804856447,0.086987189833163,0.63279078999603,0.053994384966535,0.5272,0.086987189833163,0.5272,-0.1946,"0"
"101",350020000,2.33,36434000,15.655566455464,0.18863779212616,0.61909521862268,0.11678475515685,0.2147,0.18863779212616,0.2147,0.1506,"0"
"102",9989013969.8901,3.4518,928455174.2846,15.162751648368,0.13543293187959,0.73193084774009,0.071569199853363,0.0544,0.13543293187959,0.0544,-0.1901,"0"
"103",2789936,0,0,0,-0.27465361212587,0,0,0,-0.27465361212587,0,0,"1"
"104",127753000,0.14,-8319000,18.392483334978,0.051356915297488,0.60179589017441,0.027279202836724,0.0505,0.051356915297488,0.0505,0.0271,"0"
"105",3835985953,2.28,46444440,9.6874020686707,0.032937116962378,0.64463198627505,0.013406319686802,0.0372,0.032937116962378,0.0372,-0.0683,"1"
"106",913964000,-2.65,-131780000,0,-0.19030946514305,0,-0.19493437378277,-0.7029,-0.19030946514305,-0.7029,-0.3849,"0"
"107",543525000,0.933,78065000,28.860107455528,0.16877236557656,0.69003183185802,0.11645830458581,0.1622,0.16877236557656,0.1622,0.0299,"1"
"108",4540071000,3.84,-68345000,12.952955452673,0.042507485015102,0.64082183300531,0.024168344503863,0.1172,0.042507485015102,0.1172,0.1112,"0"
"109",1518636000,0.36,2125000,55.994159079643,0.021367859052466,0.17488214087632,0.0033220600591584,0.0226,0.021367859052466,0.0226,-0.0629,"1"
"110",1.941e+09,0.78,118500000,43.731395636186,0.10463678516229,0.34456613310868,0.02107161257084,0.0785,0.10463678516229,0.0785,-0.0797,"0"
"111",778622000,2.36,2022000,9.2710947591966,0.056748974470282,0.65994677646114,0.033760926354508,0.0982,0.056748974470282,0.0982,0.0372,"1"
"112",919553000,0.5,73504000,47.879000147959,0.033433635690384,0.63895680521597,0.021314703992048,0.049,0.033433635690384,0.049,-0.0719,"0"
"113",74565581.6951,1.0055,22657106.0264,0,0.30398872835306,1,0.30398872835306,0.0571,0.30398872835306,0.0571,0,"1"
"114",919451000,3.82,69283000,23.041338495279,0.12107333615386,0.64577450856968,0.078105304143451,0.213,0.12107333615386,0.213,0.0952,"1"
"115",40108000,-3.96,-15467000,0,-0.29737209534258,0,-0.57417472823377,-0.979,-0.29737209534258,-0.979,-0.4636,"0"
"116",205165000,1.07,14654000,17.583439419937,0.11695952038603,0.83032308470058,0.088060829088782,0.268,0.11695952038603,0.268,0.2346,"0"
"117",476813000,0.71,6159000,16.203510054845,0.065807769502929,0.64400565123789,0.040152009278271,0.1641,0.065807769502929,0.1641,0.1023,"0"
"118",103462000,0.46,-9774000,49.156312044057,0.10210512072065,0.66177584248391,0.06757070228683,0.0373,0.10210512072065,0.0373,-9e-04,"0"
"119",14610090,-0.1,-2931710,0,-0.10471756163035,0,-0.1387490426137,-0.5653,-0.10471756163035,-0.5653,0,"1"
"120",528380000,0.76,32164000,28.338866296571,0.026675877209584,0.94508062631456,0.022960747946554,0.0688,0.026675877209584,0.0688,0.3765,"1"
"121",200022000,0.16,-5618000,82.537185570361,0.027646958834528,0.60345165718768,0.015383307836138,0.026,0.027646958834528,0.026,0.0313,"0"
"122",67508455.2846,-0.6829,-14738211.3821,0,-0.067843353557592,0,-0.022946839541348,0.0629,-0.067843353557592,0.0629,-0.0201,"0"
"123",1746369000,3.37,9240000,25.307770900045,0.045902097437598,0.61611318530163,0.017953823046561,0.068,0.045902097437598,0.068,-0.0425,"1"
"124",547344368,1.04,-321670,0,0.11895368401781,0.76323022839739,0.054730310114381,0.1692,0.11895368401781,0.1692,0.1028,"0"
"125",97196000,0.68,41400000,68.54974806732,0.28552615333964,0.85244528604202,0.24084324457797,0.2653,0.28552615333964,0.2653,0.4767,"0"
"126",8429124.9596,-4.139,-3702453.9877,0,-1.792894081596,0,-1.9479410074826,-0.1573,-1.792894081596,-0.1573,-5.9049,"0"
"127",1744440,-1.2,-2677403,0,-1.7433004287909,0,-1.8065287427484,-7.3318,-1.7433004287909,-7.3318,0,"1"
"128",1340208000,1.23,38601000,0,0.018583682532861,0.79454503517472,0.010281239926937,0.0216,0.018583682532861,0.0216,0.0782,"1"
"129",4.2664e+10,0,4.83e+08,0,0,0,0,0,0,0,0,"1"
"130",4.2664e+10,0,4.83e+08,0,0,0,0,0,0,0,0,"1"
"131",133401000,-0.48,-7735000,0,-0.033223139256827,0,-0.032563474036926,-0.1443,-0.033223139256827,-0.1443,-0.2429,"1"
"132",4.2664e+10,0,4.83e+08,0,0,0,0,0,0,0,0,"1"
"133",213968000,0.71,10207000,13.383030835456,0.092686756898228,0.68345842089463,0.053199543857025,0.4701,0.092686756898228,0.4701,-0.8752,"1"
"134",73942000,0.29,2875000,18.060210872618,0.036231100051392,0.74737631184408,0.026967082307755,0.0497,0.036231100051392,0.0497,0.0596,"1"
"135",51533643,0.03,-18276622,201.29969161083,0.021607360457711,0.81070627705251,0.0072399306216329,0.0114,0.021607360457711,0.0114,-0.2201,"1"
"136",134043000,0.2,-1135000,17.407815533619,0.025021821355834,5.3797595190381,0.040054310930075,0.7106,0.025021821355834,0.7106,0.589,"1"
"137",13449679,0.88,4426162,17.944243586683,0.4278890224815,0.7038118356829,0.30115335838127,0.2719,0.4278890224815,0.2719,0.0352,"1"
"138",118960000,0.12,1472000,154.85244376278,0.03761768661735,0.46593616007623,0.016442501681237,0.0521,0.03761768661735,0.0521,0.0407,"0"
"139",107222306,1.36,3379951,12.496000753288,0.067860982210176,0.70398333020959,0.044664260438495,0.0976,0.067860982210176,0.0976,0.0944,"0"
"140",104003000,1.29,11783000,28.473105929437,0.2235127832851,0.45478494108631,0.091295443400671,0.0409,0.2235127832851,0.0409,0.1304,"0"
"141",3981722,-1.08,-4050991,0,-1.1779704861364,0,-1.3437271612634,12.7576,-1.1779704861364,12.7576,-2.2684,"0"
"142",4.2664e+10,0,4.83e+08,0,0,0,0,0,0,0,0,"1"
"143",4.2664e+10,0,4.83e+08,0,0,0,0,0,0,0,0,"1"
"144",66154587,-1.83,-1428925,0,-0.3826078757018,0,-0.38328613554794,-4.3135,-0.3826078757018,-4.3135,-0.6326,"0"
"145",28178000,-0.08,-1968000,0,-0.0074526226133863,0,-0.014905245226773,-0.0207,-0.0074526226133863,-0.0207,0.0119,"0"
"146",1236755388,6.75,5058501,9.9087126520104,0.0077031303784383,0.57725796854762,0.0040101123052475,0.0713,0.0077031303784383,0.0713,0.0728,"1"
"147",108169000,-0.52,5444000,0,0,0,0,0,0,0,0,"0"
"148",99060202,2.4,-36429257,3.3041302372829,0.16909831255947,0.64504209170221,0.079461255287971,0.06,0.16909831255947,0.06,0.0453,"0"
"149",2833248813.2375,5.3305,254975315.3398,7.045946115968,0.13664958738805,0.70367214574349,0.094130012941629,0.0167,0.13664958738805,0.0167,0.0696,"1"
"150",108863097,0.78,-474578,7.2925450228333,0.073442059066168,0.6276390186941,0.045631027748549,0.1951,0.073442059066168,0.1951,0.1899,"0"
"151",218040000,-2.46,4617000,0,-0.24849110254999,0,-0.25744358833242,-0.5651,-0.24849110254999,-0.5651,-0.4357,"0"
"152",69279927.1734,-0.1038,15868456.9868,0,0.083359613161045,0,-0.087787764112072,-0.094,0.083359613161045,-0.094,0.0071,"1"
"153",190081000,2.4,7886000,9.7133908866995,0.051667447035737,0.66143977191732,0.034174904382868,0.3175,0.051667447035737,0.3175,0.3313,"0"
"154",366367000,0.56,-12018000,23.3842915261,0.025829291393603,1.0800991806813,0.027346895326271,0.0874,0.025829291393603,0.0874,0.1456,"0"
"155",520674000,0.6,-4763000,27.147147106064,0.046574247993946,0.6193343752873,0.025876076009173,0.098,0.046574247993946,0.098,0.1659,"0"
"156",124590000,1.61,30274000,6.1097480756014,0.16563127056746,0.98710990502035,0.16349626775825,0.7937,0.16563127056746,0.7937,3,"1"
"157",33926988,0.23,955536,18.935156055949,0.089616119179221,0.68338688220128,0.060367192041922,0.103,0.089616119179221,0.103,0.0639,"0"
"158",233427011,1.08,10566713,2.3837999822646,0.38802868019417,1,0.36739837704558,0.5542,0.38802868019417,0.5542,1.294,"0"
"159",43422000,-0.06,686000,0,0.0063562249550919,0,-0.017364469623693,-0.1112,0.0063562249550919,-0.1112,0.037,"0"
"160",57344959,0.42,-1299941,20.452444322073,0.0013377113060627,0,0.012635269300655,0.0576,0.0013377113060627,0.0576,0.0498,"0"
"161",39184807,0.68,5616197,0,0.16834169937343,0.22578104762044,0.037724110775893,0.0938,0.16834169937343,0.0938,-0.121,"0"
"162",1.34e+09,1.23,3.9e+07,0,0,0,0,0,0,0,0,"1"
"163",2.2e+07,-0.15,-8e+06,0,0,0,0,0,0,0,0,"0"
"164",83564056.9395,0.3686,3188866.2938,4.4729284237011,0.080352009636886,0.72403993854577,0.05735214043844,0.0136,0.080352009636886,0.0136,-0.0684,"0"
"165",15156159,0.45,-709961,13.014038143004,0.21287444925855,0.73581564810871,0.14260473250512,0.0766,0.21287444925855,0.0766,0.1131,"1"
"166",13559066865.5907,-0.1043,408721009.0872,316.60780219145,0.132568444849,0.21958988652203,0.0055165998139461,0.0166,0.132568444849,0.0166,-0.1676,"0"
"167",3.5124e+10,0.13,3.833e+09,58.260506103836,0.34113426716775,0.29070796460177,0.018705158865733,0.0078,0.34113426716775,0.0078,-0.1295,"0"
"168",6505700000,-0.65,-403900000,0,0.0085309805247706,0,-0.014894630862167,-0.0318,0.0085309805247706,-0.0318,-0.7156,"0"
"169",1417079000,0.39,191420000,40.901071633051,0.087859604157566,0.40001456982589,0.027124105289825,0.0441,0.087859604157566,0.0441,0,"0"
"170",2.0001e+10,-1.26,3.302e+09,0,-0.013599320033998,0,-0.055147242637868,-0.0223,-0.013599320033998,-0.0223,-0.1575,"0"
"171",21105141000,2.11,711479000,20.357079282915,0.057678695442025,0.64818459994218,0.032188223712886,0.0705,0.057678695442025,0.0705,0.0141,"0"
"172",1.7507e+10,0.69,1.102e+09,36.491679525088,0.02359056377449,0.6,0.0058262409321985,0.0149,0.02359056377449,0.0149,0.1193,"0"
"173",1835100000,-1.69,-132700000,0,-0.51730150945453,0,-0.75369189689935,-0.1261,-0.51730150945453,-0.1261,-0.1376,"0"
"174",3373200000,-47.52,74800000,0,-2.1147575002965,0,-2.1416459148583,-4.6871,-2.1147575002965,-4.6871,-1.2337,"0"
"175",2868800000,0.02,808500000,259.664538366,0.080207752370329,0.097784568372804,0.0044617958728388,0.0026,0.080207752370329,0.0026,-0.1454,"0"
"176",3466300000,-1.02,442100000,0,-0.30522459106252,0,-0.35998038254046,-0.1688,-0.30522459106252,-0.1688,-0.1964,"0"
"177",1.515e+09,-0.27,-3.8e+07,0,0,0,0,0,0,0,0,"0"
"178",7.26e+08,-0.95,-10500000,0,-0.52727272727273,0,-0.65716253443526,-0.1348,-0.52727272727273,-0.1348,-0.1914,"0"
"179",15976845287.27,0.3079,1007884716.4852,4.0769285341264,0.062281715942705,1.1200725917455,0.032972825229449,0.0248,0.062281715942705,0.0248,-0.059,"0"
"180",1.0338e+10,1.96,9.55e+08,0,0,0,0,0,0,0,0,"0"
"181",1.3147e+10,-1.4,3.98e+08,0,0.025633224309728,-9.1428571428571,-0.019472122917776,-0.0222,0.025633224309728,-0.0222,0,"0"
"182",1067899000,0.7,-127198000,42.079258536357,0.23659072627655,0.45832067751791,0.096083056543737,0.0155,0.23659072627655,0.0155,0.0124,"0"
"183",2241200000,1.33,9.3e+07,14.605322611164,0.092450472960914,0.6468788249694,0.047162234517223,0.0772,0.092450472960914,0.0772,-0.0645,"0"
"184",3.8749e+10,1.8,1.425e+09,24.168934276665,0.05416913984877,0.72626387176326,0.030400784536375,0.1572,0.05416913984877,0.1572,-0.0565,"0"
"185",5.11e+09,-0.14,1.23e+09,0,0.036399217221135,-0.20967741935484,-0.0076320939334638,-0.0071,0.036399217221135,-0.0071,-0.1203,"0"
"186",6790438000,0.95,72601000,23.188385722926,0.030195843036929,0.47635330794918,0.011385863474492,0.0306,0.030195843036929,0.0306,0.0123,"0"
"187",7.006e+09,2.38,4.9e+08,8.7143076164019,0.10276905509563,1.7292929292929,0.12218098772481,0.3487,0.10276905509563,0.3487,0.6564,"1"
"188",7400172117.0396,0.5422,671256454.389,20.405597734808,0.11722293289918,0.51420454545447,0.042097918362597,0.0114,0.11722293289918,0.0114,-0.0805,"0"
"189",1735646000,0.01,464837000,227.52266329979,0.053357078574778,0.34555370204029,0.015515260600376,0.0035,0.053357078574778,0.0035,-0.0896,"0"
"190",620176000,0.56,433913000,34.198365048592,0.32419506720673,1.005257041669,0.32220853435154,0.62,0.32419506720673,0.62,0.0664,"0"
"191",0,-0.9,-194416000,0,0,0,0,-0.3511,0,-0.3511,-0.2413,"0"
"192",1931042000,1.3,151558000,17.160325878837,0.086376681605061,0.87354781671755,0.065495209322221,0.0785,0.086376681605061,0.0785,0.0987,"0"
"193",500781000,0.05,-38985000,54.525329185368,0.078595234244111,1.4164017800381,0.035592404663915,0.0087,0.078595234244111,0.0087,-0.0505,"0"
"194",8755952000,0.67,516439000,26.622265616084,0.041964597339044,0.6821880552792,0.017933401188129,0.0301,0.041964597339044,0.0301,0.0864,"0"
"195",1294300000,1.14,-14100000,43.762586206897,0.13837595611527,0.47933884297521,0.04929305416055,0.0429,0.13837595611527,0.0429,0.0133,"0"
